,pitch_complexity
output/sonata29-4_fragment_91.musicxml,2.511278195488722
output/sonata03-1_fragment_8.musicxml,1.9375
output/sonata23-1_fragment_1.musicxml,1.2901155327342748
output/sonata27-1_fragment_41.musicxml,1.15
output/sonata08-1_fragment_39.musicxml,1.0
output/sonata11-1_fragment_35.musicxml,1.704887218045113
output/sonata06-2_fragment_9.musicxml,1.0597402597402599
output/sonata17-1_fragment_17.musicxml,2.0
output/sonata23-1_fragment_42.musicxml,2.2188431723315447
output/sonata05-1_fragment_63.musicxml,1.7272727272727273
output/sonata08-1_fragment_15.musicxml,0.8011363636363636
output/sonata08-3_fragment_13.musicxml,2.0412087912087906
output/sonata23-3_fragment_6.musicxml,3.217391304347826
output/sonata03-1_fragment_18.musicxml,2.3928571428571432
output/sonata21-3_fragment_87.musicxml,5.947368421052632
output/sonata15-4_fragment_42.musicxml,1.2397660818713452
output/sonata08-1_fragment_45.musicxml,1.1525157232704404
output/sonata09-3_fragment_9.musicxml,1.3868725868725869
output/sonata30-3_fragment_44.musicxml,4.198162729658793
output/sonata21-4_fragment_18.musicxml,1.5391705069124424
output/sonata14-2_fragment_6.musicxml,1.5714285714285714
output/sonata03-4_fragment_9.musicxml,2.1840425531914893
output/sonata09-1_fragment_23.musicxml,2.209810874704492
output/sonata17-3_fragment_27.musicxml,3.441762362315444
output/sonata29-4_fragment_54.musicxml,2.2606112054329373
output/sonata21-3_fragment_169.musicxml,2.0
output/sonata16-1_fragment_26.musicxml,2.083333333333333
output/sonata14-2_fragment_9.musicxml,0.7205882352941176
output/sonata29-4_fragment_47.musicxml,2.922779922779923
output/sonata07-1_fragment_50.musicxml,1.5853658536585367
output/sonata13-4_fragment_9.musicxml,3.0
output/sonata13-4_fragment_24.musicxml,3.4671052631578947
output/sonata04-3_fragment_11.musicxml,0.8866071428571428
output/sonata21-1_fragment_66.musicxml,2.898625429553265
output/sonata23-2_fragment_23.musicxml,4.138461538461539
output/sonata21-2_fragment_2.musicxml,4.18125
output/sonata21-4_fragment_32.musicxml,2.0
output/sonata02-1_fragment_23.musicxml,3.9866666666666672
output/sonata02-1_fragment_4.musicxml,1.5527950310559007
output/sonata06-2_fragment_23.musicxml,1.4166666666666665
output/sonata29-1_fragment_71.musicxml,1.870846394984326
output/sonata21-4_fragment_28.musicxml,1.3125996810207337
output/sonata03-2_fragment_18.musicxml,5.081818181818182
output/sonata16-3_fragment_1.musicxml,0.7857142857142858
output/sonata24-2_fragment_13.musicxml,4.0
output/sonata09-1_fragment_37.musicxml,3.5076923076923086
output/sonata10-3_fragment_30.musicxml,3.0
output/sonata01-4_fragment_1.musicxml,1.2325174825174825
output/sonata27-2_fragment_7.musicxml,4.228409090909091
output/sonata32-1_fragment_6.musicxml,4.0
output/sonata18-4_fragment_22.musicxml,1.8355555555555556
output/sonata10-2_fragment_2.musicxml,2.4479804161566707
output/sonata13-2_fragment_25.musicxml,1.1
output/sonata24-2_fragment_18.musicxml,3.583465818759936
output/sonata29-2_fragment_5.musicxml,1.579937304075235
output/sonata09-1_fragment_38.musicxml,2.164705882352941
output/sonata11-1_fragment_24.musicxml,2.342857142857143
output/sonata04-3_fragment_26.musicxml,3
output/sonata27-1_fragment_22.musicxml,2.0344827586206895
output/sonata02-3_fragment_12.musicxml,1.5
output/sonata07-2_fragment_6.musicxml,1.4594594594594594
output/sonata21-3_fragment_69.musicxml,2.8275862068965516
output/sonata04-1_fragment_72.musicxml,2.0109649122807016
output/sonata30-1_fragment_4.musicxml,2.75
output/sonata27-1_fragment_53.musicxml,1.004694835680751
output/sonata12-1_fragment_15.musicxml,5.167686658506732
output/sonata15-1_fragment_84.musicxml,0.8333333333333333
output/sonata03-1_fragment_56.musicxml,1.3541666666666665
output/sonata08-1_fragment_64.musicxml,1.5031055900621118
output/sonata16-3_fragment_16.musicxml,2.654460093896714
output/sonata17-3_fragment_54.musicxml,3.2666666666666666
output/sonata25-2_fragment_7.musicxml,3.1666666666666665
output/sonata07-3_fragment_21.musicxml,2.0
output/sonata23-3_fragment_21.musicxml,2.9
output/sonata17-1_fragment_37.musicxml,1.5666666666666667
output/sonata09-1_fragment_33.musicxml,1.174317617866005
output/sonata29-4_fragment_2.musicxml,3.5280858722985147
output/sonata10-2_fragment_11.musicxml,2.599338126212484
output/sonata19-1_fragment_26.musicxml,0.7142857142857143
output/sonata29-1_fragment_64.musicxml,4.665295327652072
output/sonata17-1_fragment_32.musicxml,2.4615384615384617
output/sonata01-4_fragment_29.musicxml,1.8030690537084395
output/sonata14-3_fragment_48.musicxml,2.75
output/sonata19-2_fragment_35.musicxml,2.40650406504065
output/sonata17-1_fragment_11.musicxml,2.1043956043956045
output/sonata25-1_fragment_33.musicxml,1.5565217391304347
output/sonata09-3_fragment_30.musicxml,2.737373737373737
output/sonata08-1_fragment_30.musicxml,1.1666666666666665
output/sonata16-2_fragment_23.musicxml,4.0
output/sonata07-1_fragment_58.musicxml,1.6614285714285715
output/sonata10-3_fragment_12.musicxml,2.44
output/sonata02-4_fragment_0.musicxml,1.8666666666666667
output/sonata16-1_fragment_41.musicxml,4.0
output/sonata18-4_fragment_29.musicxml,1.7777777777777777
output/sonata06-2_fragment_20.musicxml,1.5350877192982457
output/sonata16-2_fragment_10.musicxml,6.29136466183459
output/sonata32-2_fragment_34.musicxml,4.372448979591837
output/sonata14-1_fragment_3.musicxml,1.6944444444444442
output/sonata30-2_fragment_39.musicxml,1.6127819548872182
output/sonata01-1_fragment_2.musicxml,1.2122762148337596
output/sonata02-1_fragment_24.musicxml,3.2
output/sonata21-1_fragment_2.musicxml,3.130952380952381
output/sonata22-2_fragment_44.musicxml,4.133333333333333
output/sonata21-3_fragment_50.musicxml,4.749999999999998
output/sonata30-1_fragment_21.musicxml,1.4915254237288136
output/sonata17-3_fragment_58.musicxml,2.4000000000000004
output/sonata03-1_fragment_29.musicxml,2.0093023255813955
output/sonata31-2_fragment_7.musicxml,1.7321428571428572
output/sonata10-2_fragment_13.musicxml,3.9815380034244026
output/sonata15-1_fragment_76.musicxml,1.6285714285714288
output/sonata24-1_fragment_14.musicxml,1.8228260869565214
output/sonata21-1_fragment_13.musicxml,2.718749999999999
output/sonata06-1_fragment_16.musicxml,3.7904761904761903
output/sonata04-1_fragment_82.musicxml,1.7212121212121212
output/sonata23-3_fragment_22.musicxml,3.548387096774194
output/sonata22-2_fragment_20.musicxml,3.0
output/sonata04-3_fragment_36.musicxml,1.6388888888888888
output/sonata12-1_fragment_4.musicxml,3.0
output/sonata04-1_fragment_84.musicxml,1.6576879910213242
output/sonata03-4_fragment_51.musicxml,2.208333333333334
output/sonata02-1_fragment_84.musicxml,2.0500000000000003
output/sonata18-1_fragment_4.musicxml,2.1423076923076922
output/sonata29-2_fragment_15.musicxml,2.3047619047619046
output/sonata04-2_fragment_10.musicxml,2.3555555555555556
output/sonata15-4_fragment_31.musicxml,1.4722222222222223
output/sonata15-1_fragment_99.musicxml,1.3157894736842106
output/sonata04-1_fragment_32.musicxml,1.4321382084960361
output/sonata22-2_fragment_5.musicxml,3.5
output/sonata06-2_fragment_14.musicxml,1.6908212560386473
output/sonata31-1_fragment_24.musicxml,3.1493506493506493
output/sonata04-1_fragment_53.musicxml,1.2407407407407407
output/sonata06-1_fragment_38.musicxml,3.5652173913043477
output/sonata21-3_fragment_64.musicxml,2.75
output/sonata32-2_fragment_10.musicxml,6.086206896551724
output/sonata30-2_fragment_13.musicxml,1.3025641025641026
output/sonata21-3_fragment_7.musicxml,3.666666666666667
output/sonata07-3_fragment_0.musicxml,0.7333333333333334
output/sonata15-1_fragment_96.musicxml,1.2916666666666667
output/sonata02-4_fragment_31.musicxml,2.875
output/sonata19-1_fragment_4.musicxml,3.0
output/sonata23-3_fragment_50.musicxml,0.25
output/sonata24-2_fragment_8.musicxml,2.331983805668016
output/sonata15-2_fragment_20.musicxml,6.0
output/sonata04-1_fragment_5.musicxml,1.9411764705882353
output/sonata03-2_fragment_12.musicxml,4.272868217054263
output/sonata18-4_fragment_66.musicxml,1.9285714285714286
output/sonata29-4_fragment_28.musicxml,1.8951048951048952
output/sonata15-1_fragment_31.musicxml,1.2116402116402116
output/sonata20-1_fragment_26.musicxml,2.475694444444444
output/sonata20-1_fragment_3.musicxml,2.5
output/sonata15-4_fragment_27.musicxml,2.761904761904762
output/sonata15-1_fragment_92.musicxml,1.2916666666666667
output/sonata15-1_fragment_38.musicxml,1.8461538461538463
output/sonata06-3_fragment_24.musicxml,3.1875
output/sonata14-1_fragment_2.musicxml,1.4519230769230775
output/sonata32-2_fragment_42.musicxml,7.7039274924471295
output/sonata21-3_fragment_33.musicxml,2.5
output/sonata25-3_fragment_18.musicxml,3.25
output/sonata21-3_fragment_0.musicxml,2.6206896551724137
output/sonata17-1_fragment_2.musicxml,2.4117647058823533
output/sonata10-2_fragment_1.musicxml,2.115884115884116
output/sonata17-3_fragment_79.musicxml,4.035714285714286
output/sonata03-3_fragment_19.musicxml,2.1
output/sonata25-1_fragment_46.musicxml,1.9583333333333333
output/sonata15-2_fragment_13.musicxml,5.043478260869565
output/sonata04-1_fragment_14.musicxml,1.498901098901099
output/sonata10-1_fragment_0.musicxml,2.646464646464646
output/sonata16-2_fragment_3.musicxml,2.845528455284553
output/sonata08-3_fragment_47.musicxml,2.5429292929292924
output/sonata10-2_fragment_6.musicxml,1.3854907539118066
output/sonata10-2_fragment_9.musicxml,1.65
output/sonata09-2_fragment_11.musicxml,2.017156862745098
output/sonata01-4_fragment_34.musicxml,1.4250000000000003
output/sonata17-3_fragment_61.musicxml,2.9610389610389607
output/sonata07-1_fragment_44.musicxml,1.5
output/sonata23-3_fragment_78.musicxml,5.6985294117647065
output/sonata21-3_fragment_93.musicxml,6
output/sonata04-3_fragment_34.musicxml,3.0
output/sonata04-1_fragment_38.musicxml,1.2647058823529411
output/sonata31-2_fragment_36.musicxml,1.8045112781954886
output/sonata11-4_fragment_22.musicxml,4.013888888888889
output/sonata27-1_fragment_51.musicxml,2.619047619047619
output/sonata27-1_fragment_39.musicxml,0.876750700280112
output/sonata10-1_fragment_28.musicxml,4.580645161290323
output/sonata22-1_fragment_14.musicxml,2.823920265780731
output/sonata11-1_fragment_11.musicxml,2.6906474820143886
output/sonata21-1_fragment_63.musicxml,4.175609756097561
output/sonata23-1_fragment_38.musicxml,2.3226297577854673
output/sonata27-1_fragment_25.musicxml,4.0
output/sonata02-2_fragment_4.musicxml,2.395276334435522
output/sonata31-3_fragment_13.musicxml,1.7173913043478262
output/sonata05-1_fragment_11.musicxml,0.615
output/sonata07-1_fragment_22.musicxml,1.625
output/sonata23-1_fragment_41.musicxml,2.2217674418604654
output/sonata29-3_fragment_28.musicxml,7.473945409429281
output/sonata24-2_fragment_35.musicxml,4.0
output/sonata02-4_fragment_18.musicxml,2.6578947368421053
output/sonata13-4_fragment_12.musicxml,3.0
output/sonata05-1_fragment_13.musicxml,1.1904761904761905
output/sonata26-3_fragment_39.musicxml,2.254789272030651
output/sonata02-1_fragment_22.musicxml,1.8403361344537816
output/sonata29-4_fragment_81.musicxml,2.7
output/sonata13-4_fragment_36.musicxml,4.0
output/sonata20-1_fragment_24.musicxml,1.6475958612294583
output/sonata12-4_fragment_6.musicxml,4.255952380952381
output/sonata11-4_fragment_4.musicxml,3.4354411207875803
output/sonata26-1_fragment_5.musicxml,1.7317073170731707
output/sonata29-1_fragment_78.musicxml,1.4372294372294374
output/sonata26-3_fragment_29.musicxml,4.0
output/sonata27-1_fragment_49.musicxml,3.7333333333333334
output/sonata21-3_fragment_119.musicxml,1.125
output/sonata12-1_fragment_41.musicxml,3.464646464646465
output/sonata21-3_fragment_53.musicxml,5.0
output/sonata03-4_fragment_33.musicxml,1.7620020429009193
output/sonata01-4_fragment_47.musicxml,2.5810126582278476
output/sonata04-1_fragment_54.musicxml,1.5833333333333335
output/sonata29-1_fragment_3.musicxml,1.2719298245614035
output/sonata06-3_fragment_2.musicxml,2.835294117647059
output/sonata06-3_fragment_14.musicxml,1.4
output/sonata11-1_fragment_41.musicxml,1.5257352941176472
output/sonata18-2_fragment_16.musicxml,3.6333878887070377
output/sonata03-4_fragment_8.musicxml,2.935897435897436
output/sonata29-1_fragment_57.musicxml,1.03125
output/sonata16-1_fragment_40.musicxml,4.0
output/sonata32-1_fragment_15.musicxml,3.0253292806484295
output/sonata30-1_fragment_8.musicxml,3.0
output/sonata10-2_fragment_17.musicxml,2.8424908424908426
output/sonata09-2_fragment_23.musicxml,0.6114285714285714
output/sonata26-1_fragment_55.musicxml,1.7142857142857144
output/sonata16-2_fragment_24.musicxml,4.96969696969697
output/sonata03-4_fragment_55.musicxml,2.935897435897436
output/sonata27-2_fragment_65.musicxml,3.076923076923077
output/sonata17-1_fragment_47.musicxml,0.9130434782608695
output/sonata10-3_fragment_48.musicxml,3.6666666666666665
output/sonata03-1_fragment_6.musicxml,2.228878330923363
output/sonata08-3_fragment_6.musicxml,1.84375
output/sonata16-2_fragment_15.musicxml,2.046153846153846
output/sonata23-2_fragment_16.musicxml,5.339072214251555
output/sonata21-1_fragment_64.musicxml,4.275757575757575
output/sonata21-3_fragment_130.musicxml,1.9629629629629628
output/sonata25-1_fragment_31.musicxml,2.196969696969697
output/sonata12-2_fragment_16.musicxml,2.5
output/sonata18-4_fragment_83.musicxml,2.666666666666667
output/sonata20-2_fragment_14.musicxml,1.5494505494505493
output/sonata26-1_fragment_63.musicxml,1.4343434343434343
output/sonata08-1_fragment_31.musicxml,0.75
output/sonata29-1_fragment_76.musicxml,1.540587021325384
output/sonata10-1_fragment_31.musicxml,2.715909090909091
output/sonata18-4_fragment_80.musicxml,1.7777777777777777
output/sonata25-1_fragment_17.musicxml,1.5
output/sonata29-3_fragment_41.musicxml,4.426485922836288
output/sonata18-4_fragment_75.musicxml,1.6666666666666665
output/sonata24-2_fragment_44.musicxml,3.033333333333333
output/sonata22-1_fragment_10.musicxml,5.754098360655737
output/sonata21-3_fragment_10.musicxml,3.0769230769230766
output/sonata12-3_fragment_1.musicxml,1.4838362068965516
output/sonata09-2_fragment_32.musicxml,0.8596491228070176
output/sonata16-1_fragment_67.musicxml,1.73992673992674
output/sonata18-1_fragment_39.musicxml,2.518716577540107
output/sonata29-4_fragment_96.musicxml,1.534188034188034
output/sonata21-3_fragment_120.musicxml,0.875
output/sonata15-1_fragment_48.musicxml,1.4615384615384617
output/sonata02-4_fragment_21.musicxml,2.1315789473684212
output/sonata27-2_fragment_22.musicxml,3.581896551724138
output/sonata18-2_fragment_12.musicxml,4.7407407407407405
output/sonata15-1_fragment_109.musicxml,0.8237547892720306
output/sonata12-3_fragment_14.musicxml,1.9020807833537332
output/sonata18-2_fragment_41.musicxml,4.0
output/sonata23-3_fragment_71.musicxml,2.903740036787247
output/sonata32-2_fragment_26.musicxml,8.0
output/sonata14-3_fragment_8.musicxml,3.4281093320394627
output/sonata21-3_fragment_132.musicxml,1.9411764705882353
output/sonata14-1_fragment_6.musicxml,1.5944700460829502
output/sonata07-1_fragment_11.musicxml,1.989010989010989
output/sonata30-2_fragment_41.musicxml,1.620347394540943
output/sonata12-2_fragment_13.musicxml,1.8666666666666667
output/sonata21-1_fragment_38.musicxml,3.4827586206896552
output/sonata18-4_fragment_26.musicxml,1.6424242424242423
output/sonata29-2_fragment_3.musicxml,1.9702127659574469
output/sonata28-1_fragment_11.musicxml,2.612980247449533
output/sonata23-1_fragment_17.musicxml,1.2767379679144386
output/sonata29-1_fragment_10.musicxml,2.3595959595959597
output/sonata29-3_fragment_18.musicxml,2.6683354192740927
output/sonata21-1_fragment_52.musicxml,1.6366459627329202
output/sonata23-3_fragment_84.musicxml,4.26865671641791
output/sonata08-3_fragment_10.musicxml,2.3245778611632266
output/sonata04-1_fragment_30.musicxml,2.314516129032258
output/sonata25-1_fragment_26.musicxml,1.6717171717171717
output/sonata30-2_fragment_16.musicxml,1.2705314009661834
output/sonata29-4_fragment_32.musicxml,1.1142857142857143
output/sonata17-3_fragment_70.musicxml,4.19047619047619
output/sonata18-1_fragment_15.musicxml,3.5217391304347827
output/sonata18-2_fragment_17.musicxml,4.137449039021549
output/sonata15-2_fragment_5.musicxml,4.702564102564103
output/sonata02-4_fragment_35.musicxml,2.238095238095238
output/sonata32-1_fragment_22.musicxml,2.643776824034335
output/sonata29-2_fragment_0.musicxml,2.9493844049247606
output/sonata21-3_fragment_28.musicxml,2.571428571428571
output/sonata31-3_fragment_46.musicxml,2.9166666666666665
output/sonata18-1_fragment_33.musicxml,1.7646153846153845
output/sonata29-4_fragment_78.musicxml,1.9436507936507936
output/sonata16-3_fragment_17.musicxml,2.1333333333333333
output/sonata06-2_fragment_34.musicxml,1.1884057971014492
output/sonata32-2_fragment_28.musicxml,10.670455395199287
output/sonata11-1_fragment_10.musicxml,2.9333333333333336
output/sonata10-1_fragment_40.musicxml,3.4545454545454546
output/sonata16-1_fragment_16.musicxml,3.404255319148936
output/sonata03-4_fragment_69.musicxml,3.017857142857143
output/sonata22-1_fragment_23.musicxml,3.4972826086956528
output/sonata13-2_fragment_21.musicxml,1.0
output/sonata15-1_fragment_27.musicxml,1.2916666666666667
output/sonata21-3_fragment_137.musicxml,1.7666666666666666
output/sonata31-2_fragment_31.musicxml,2.125
output/sonata23-3_fragment_86.musicxml,4.26865671641791
output/sonata03-4_fragment_72.musicxml,0.5416666666666666
output/sonata32-2_fragment_24.musicxml,11.333333333333332
output/sonata30-1_fragment_6.musicxml,2.888888888888889
output/sonata06-1_fragment_46.musicxml,4.875530410183876
output/sonata29-3_fragment_11.musicxml,2.3161764705882355
output/sonata22-2_fragment_39.musicxml,5.365106382978724
output/sonata21-1_fragment_32.musicxml,2.2734375
output/sonata02-4_fragment_42.musicxml,3.5
output/sonata27-2_fragment_33.musicxml,2.857142857142857
output/sonata24-1_fragment_13.musicxml,3.797570850202429
output/sonata25-1_fragment_38.musicxml,1.7892857142857141
output/sonata05-1_fragment_53.musicxml,1.191919191919192
output/sonata22-1_fragment_12.musicxml,39/7
output/sonata15-2_fragment_24.musicxml,1.9415584415584415
output/sonata31-3_fragment_6.musicxml,2.131549609810479
output/sonata18-2_fragment_3.musicxml,2.823529411764706
output/sonata31-2_fragment_11.musicxml,1.5
output/sonata16-1_fragment_47.musicxml,3.7
output/sonata32-1_fragment_30.musicxml,2.3276204904838558
output/sonata16-1_fragment_74.musicxml,2.034188034188034
output/sonata03-2_fragment_4.musicxml,5.428571428571429
output/sonata13-4_fragment_70.musicxml,3.032258064516129
output/sonata27-1_fragment_20.musicxml,1.3
output/sonata03-1_fragment_38.musicxml,3.042105263157895
output/sonata02-1_fragment_41.musicxml,2.8113207547169807
output/sonata19-1_fragment_27.musicxml,1.0588235294117647
output/sonata06-2_fragment_30.musicxml,0.5555555555555556
output/sonata17-2_fragment_4.musicxml,3.6856330014224756
output/sonata13-2_fragment_27.musicxml,1.2773109243697478
output/sonata13-4_fragment_27.musicxml,3.139811912225705
output/sonata20-1_fragment_23.musicxml,1.7333333333333334
output/sonata16-3_fragment_26.musicxml,1.8472222222222219
output/sonata26-3_fragment_19.musicxml,4.389830508474576
output/sonata10-3_fragment_16.musicxml,3.666666666666667
output/sonata16-3_fragment_37.musicxml,1.8650632911392397
output/sonata25-1_fragment_45.musicxml,1.9583333333333333
output/sonata26-3_fragment_35.musicxml,4.812500000000002
output/sonata03-3_fragment_27.musicxml,2.0
output/sonata17-3_fragment_86.musicxml,2.8
output/sonata21-3_fragment_151.musicxml,3.2
output/sonata01-1_fragment_36.musicxml,1.5269230769230768
output/sonata13-4_fragment_67.musicxml,1.9714285714285715
output/sonata01-4_fragment_36.musicxml,0.9763157894736842
output/sonata05-1_fragment_66.musicxml,2.357142857142857
output/sonata09-1_fragment_12.musicxml,1.4984833164812943
output/sonata25-1_fragment_49.musicxml,1.75
output/sonata11-4_fragment_37.musicxml,4.821917808219178
output/sonata16-1_fragment_52.musicxml,4.823076923076924
output/sonata25-1_fragment_9.musicxml,1.9
output/sonata04-3_fragment_29.musicxml,3
output/sonata13-1_fragment_13.musicxml,3.660377358490566
output/sonata17-1_fragment_21.musicxml,1.099099099099099
output/sonata27-1_fragment_17.musicxml,1.004694835680751
output/sonata24-1_fragment_16.musicxml,2.702917771883288
output/sonata16-3_fragment_11.musicxml,1.8389830508474576
output/sonata31-2_fragment_8.musicxml,0.875
output/sonata15-4_fragment_14.musicxml,1.5376344086021505
output/sonata07-1_fragment_46.musicxml,1.1437908496732025
output/sonata19-2_fragment_2.musicxml,3.2100840336134455
output/sonata07-1_fragment_5.musicxml,1.4705882352941178
output/sonata07-1_fragment_15.musicxml,1.3666666666666667
output/sonata11-1_fragment_34.musicxml,2.919642857142857
output/sonata17-1_fragment_13.musicxml,1.3096590909090908
output/sonata11-4_fragment_46.musicxml,3.9022556390977443
output/sonata07-1_fragment_84.musicxml,2.0
output/sonata03-3_fragment_25.musicxml,1.880952380952381
output/sonata31-1_fragment_3.musicxml,7.0
output/sonata31-1_fragment_8.musicxml,3.4025500910746818
output/sonata06-3_fragment_6.musicxml,2.7426470588235294
output/sonata21-3_fragment_43.musicxml,2.6517073170731704
output/sonata31-1_fragment_26.musicxml,7.130434782608695
output/sonata13-2_fragment_0.musicxml,1.0
output/sonata16-1_fragment_39.musicxml,4.0
output/sonata23-3_fragment_75.musicxml,4.217821782178218
output/sonata08-3_fragment_46.musicxml,2.240404040404041
output/sonata18-4_fragment_76.musicxml,1.9166666666666665
output/sonata31-2_fragment_21.musicxml,1.375
output/sonata29-1_fragment_36.musicxml,1.1333333333333333
output/sonata29-3_fragment_43.musicxml,3.133489461358315
output/sonata15-1_fragment_81.musicxml,0.9027027027027028
output/sonata29-3_fragment_10.musicxml,3.2005031904981642
output/sonata29-4_fragment_66.musicxml,0.9583333333333333
output/sonata03-4_fragment_66.musicxml,1.25
output/sonata27-2_fragment_26.musicxml,3.333333333333333
output/sonata15-1_fragment_14.musicxml,1.9000000000000001
output/sonata21-3_fragment_94.musicxml,5.318681318681319
output/sonata26-1_fragment_24.musicxml,1.2619047619047619
output/sonata26-1_fragment_27.musicxml,1.621212121212121
output/sonata17-3_fragment_56.musicxml,2.4000000000000004
output/sonata09-3_fragment_7.musicxml,1.821641791044776
output/sonata25-1_fragment_4.musicxml,1.789855072463768
output/sonata29-3_fragment_45.musicxml,2.678738854674143
output/sonata23-1_fragment_2.musicxml,1.5159574468085106
output/sonata05-1_fragment_47.musicxml,0.6105263157894737
output/sonata02-1_fragment_42.musicxml,1.8666666666666667
output/sonata03-3_fragment_11.musicxml,1.0189473684210526
output/sonata13-2_fragment_3.musicxml,1.188235294117647
output/sonata21-3_fragment_166.musicxml,2.655172413793103
output/sonata08-3_fragment_49.musicxml,1.5058670143415904
output/sonata26-1_fragment_37.musicxml,1.1509705248023006
output/sonata30-2_fragment_17.musicxml,1.2416666666666667
output/sonata17-2_fragment_3.musicxml,1.4239482200647249
output/sonata21-4_fragment_34.musicxml,3.3333333333333335
output/sonata30-2_fragment_30.musicxml,1.2277027027027028
output/sonata26-3_fragment_4.musicxml,2.514942528735632
output/sonata21-3_fragment_4.musicxml,2.5
output/sonata28-1_fragment_18.musicxml,2.0677487649964714
output/sonata17-1_fragment_41.musicxml,3.214285714285714
output/sonata02-1_fragment_6.musicxml,1.875
output/sonata21-3_fragment_158.musicxml,0.9537037037037037
output/sonata01-1_fragment_30.musicxml,1.3606237816764133
output/sonata21-1_fragment_54.musicxml,3
output/sonata03-1_fragment_4.musicxml,2.819672131147541
output/sonata21-3_fragment_77.musicxml,3.4968944099378882
output/sonata03-4_fragment_70.musicxml,2.897717666948436
output/sonata27-1_fragment_21.musicxml,2.0
output/sonata06-2_fragment_4.musicxml,1.1
output/sonata17-3_fragment_78.musicxml,4.0
output/sonata03-1_fragment_0.musicxml,2.0
output/sonata13-1_fragment_14.musicxml,4.067049808429118
output/sonata21-1_fragment_14.musicxml,3.75
output/sonata29-1_fragment_86.musicxml,1.2112676056338028
output/sonata08-1_fragment_62.musicxml,0.8636363636363636
output/sonata03-1_fragment_39.musicxml,3.758770201024833
output/sonata31-3_fragment_28.musicxml,2.3238925199709515
output/sonata08-1_fragment_67.musicxml,1.5031055900621118
output/sonata07-1_fragment_10.musicxml,1.1318181818181818
output/sonata29-4_fragment_57.musicxml,2.3703703703703702
output/sonata16-3_fragment_4.musicxml,1.944444444444444
output/sonata29-1_fragment_38.musicxml,1.2301587301587302
output/sonata01-1_fragment_33.musicxml,1.53125
output/sonata18-1_fragment_35.musicxml,2.333333333333333
output/sonata16-1_fragment_3.musicxml,2.7509881422924902
output/sonata25-3_fragment_23.musicxml,3.4761904761904763
output/sonata17-3_fragment_74.musicxml,3.0
output/sonata27-2_fragment_3.musicxml,2.9909226392087795
output/sonata21-3_fragment_135.musicxml,1.913312693498452
output/sonata15-4_fragment_3.musicxml,1.5277777777777777
output/sonata07-1_fragment_52.musicxml,1.5
output/sonata03-4_fragment_44.musicxml,1.95
output/sonata28-2_fragment_6.musicxml,1.5950704225352113
output/sonata10-3_fragment_34.musicxml,2.2142857142857144
output/sonata09-1_fragment_8.musicxml,1.189090909090909
output/sonata17-1_fragment_27.musicxml,2.392857142857143
output/sonata04-2_fragment_6.musicxml,3.7985948477751754
output/sonata06-2_fragment_5.musicxml,0.9782608695652174
output/sonata29-2_fragment_23.musicxml,5.310344827586207
output/sonata27-1_fragment_50.musicxml,3.03125
output/sonata08-3_fragment_39.musicxml,0.9879699248120302
output/sonata16-3_fragment_6.musicxml,1.5661329238868178
output/sonata21-3_fragment_75.musicxml,3.1666666666666665
output/sonata01-1_fragment_14.musicxml,1.3421052631578947
output/sonata26-1_fragment_14.musicxml,1.3247058823529412
output/sonata11-3_fragment_6.musicxml,2.4545454545454546
output/sonata26-1_fragment_42.musicxml,1.7407407407407407
output/sonata15-1_fragment_53.musicxml,1.3333333333333333
output/sonata21-3_fragment_80.musicxml,3.0769230769230766
output/sonata12-1_fragment_1.musicxml,3.4478260869565225
output/sonata29-4_fragment_68.musicxml,1.0
output/sonata07-1_fragment_41.musicxml,1.7777777777777777
output/sonata29-1_fragment_75.musicxml,1.767636188333601
output/sonata17-3_fragment_11.musicxml,3.202380952380952
output/sonata32-2_fragment_37.musicxml,7.418439716312057
output/sonata01-1_fragment_22.musicxml,1.7683823529411766
output/sonata32-1_fragment_8.musicxml,2.1659687680740314
output/sonata21-1_fragment_53.musicxml,1.9460028050490878
output/sonata13-4_fragment_59.musicxml,4.0
output/sonata04-4_fragment_38.musicxml,3.841392649903288
output/sonata05-2_fragment_27.musicxml,2.5127118644067794
output/sonata18-2_fragment_11.musicxml,5.121951219512195
output/sonata07-2_fragment_0.musicxml,1.1320754716981132
output/sonata29-4_fragment_56.musicxml,2.591880341880342
output/sonata31-2_fragment_19.musicxml,1.5314685314685317
output/sonata02-1_fragment_76.musicxml,1.6363636363636367
output/sonata17-2_fragment_0.musicxml,1.4375896700143471
output/sonata16-1_fragment_22.musicxml,3.172675521821632
output/sonata10-1_fragment_45.musicxml,2.3532608695652173
output/sonata18-4_fragment_1.musicxml,1.7
output/sonata21-1_fragment_25.musicxml,3.15625
output/sonata21-1_fragment_61.musicxml,1.2027649769585254
output/sonata19-2_fragment_1.musicxml,2.3629629629629627
output/sonata22-2_fragment_7.musicxml,3.75
output/sonata27-2_fragment_66.musicxml,1.5069444444444444
output/sonata29-4_fragment_30.musicxml,1.2592592592592593
output/sonata04-3_fragment_32.musicxml,3
output/sonata02-1_fragment_29.musicxml,2.125
output/sonata18-2_fragment_14.musicxml,3.4
output/sonata05-3_fragment_4.musicxml,1.6437587657784012
output/sonata13-3_fragment_2.musicxml,3.4747899159663866
output/sonata21-1_fragment_46.musicxml,3.910860655737705
output/sonata23-3_fragment_31.musicxml,3.213636363636364
